student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S2139,24,Other,7.3,5.6,3.4,Yes,98.9,9.3,Poor,3,High School,Average,10,No,48.9
S2140,18,Other,4.5,6.5,0.6,No,97.2,7.9,Fair,4,Bachelor,Average,7,Yes,69.1
S2141,19,Other,4.1,2.3,0.5,No,90.1,8.3,Fair,2,High School,Average,3,No,60.4
S2142,22,Other,2.8,3.9,1.7,Yes,77.4,4.7,Poor,2,Master,Poor,9,No,47.0
S2143,20,Female,5.5,1.6,0.8,Yes,65.0,7.8,Poor,1,High School,Poor,6,Yes,72.0
S2144,22,Male,7.7,2.9,3.2,Yes,80.3,7.7,Poor,10,Bachelor,Poor,7,No,93.0
S2145,17,Female,4.4,2.0,2.8,Yes,89.8,9.1,Fair,10,Master,Average,10,No,91.9
S2146,17,Male,2.3,3.6,5.0,No,68.3,4.2,Fair,5,High School,Good,9,No,49.2
S2147,17,Male,6.5,6.3,5.3,No,73.0,5.5,Good,0,High School,Average,2,Yes,35.9
S2148,20,Female,4.8,3.7,2.8,No,68.9,5.7,Poor,4,Bachelor,Poor,8,No,61.2
S2149,24,Male,3.4,2.0,1.4,No,99.5,4.3,Poor,5,None,Poor,1,No,23.0
S2150,20,Other,0.6,2.1,4.5,Yes,87.2,5.4,Fair,7,Bachelor,Average,10,Yes,31.4
S2151,18,Other,1.5,5.6,2.4,No,83.8,4.4,Poor,7,High School,Average,6,Yes,98.0
S2152,24,Other,7.1,2.3,3.5,No,79.8,6.8,Poor,6,Bachelor,Poor,8,No,34.8
S2153,24,Male,2.1,3.5,3.1,No,79.1,8.3,Poor,10,Bachelor,Poor,4,Yes,33.5
S2154,21,Female,2.0,6.3,3.7,No,64.3,5.3,Poor,6,None,Poor,2,No,85.1
S2155,18,Female,4.2,2.4,3.5,No,91.3,8.6,Poor,10,Bachelor,Good,8,No,20.5
S2156,20,Male,7.8,3.3,0.0,No,84.3,9.9,Fair,9,None,Good,2,No,22.1
S2157,21,Other,1.1,1.9,3.3,Yes,79.9,8.6,Good,1,None,Poor,10,Yes,68.4
S2158,18,Female,8.0,5.1,0.2,No,71.4,4.6,Good,1,Bachelor,Good,8,No,38.5
S2159,19,Female,0.6,0.7,1.7,Yes,64.5,4.3,Fair,7,Bachelor,Good,2,No,57.6
S2160,20,Other,7.3,5.0,5.3,Yes,95.2,4.1,Good,7,Bachelor,Good,8,No,90.5
S2161,22,Male,2.6,1.0,3.9,No,74.3,5.6,Fair,9,Master,Average,3,No,56.1
S2162,18,Other,4.1,3.5,3.1,No,84.7,6.1,Poor,2,Bachelor,Poor,7,No,69.8
S2163,19,Other,6.0,5.1,1.7,No,63.1,4.2,Poor,3,None,Average,8,No,21.0
S2164,24,Other,6.7,2.5,3.9,No,59.5,5.6,Good,5,Master,Good,2,No,74.6
S2165,24,Female,0.3,2.0,0.6,Yes,63.4,4.8,Fair,3,Master,Poor,9,Yes,93.2
S2166,23,Other,2.0,3.7,1.7,Yes,86.4,7.7,Good,7,Master,Good,10,No,32.1
S2167,21,Other,5.7,3.1,0.6,No,81.5,5.4,Fair,6,None,Poor,5,No,40.7
S2168,18,Female,5.6,5.2,5.1,No,97.2,7.5,Good,2,Bachelor,Average,3,Yes,39.3
S2169,24,Other,3.9,0.8,4.8,No,81.4,4.3,Poor,0,Master,Poor,8,Yes,82.4
S2170,24,Female,1.2,5.3,1.4,No,57.4,4.9,Poor,10,High School,Average,2,No,18.6
S2171,24,Male,1.0,2.9,4.0,Yes,56.0,9.9,Poor,3,Bachelor,Poor,4,No,26.2
S2172,21,Female,8.4,3.6,0.2,Yes,83.0,7.4,Poor,3,None,Poor,2,No,98.7
S2173,17,Other,6.6,0.0,2.9,Yes,94.0,3.7,Fair,8,Bachelor,Average,8,No,96.0
S2174,22,Female,7.5,0.6,5.0,Yes,94.0,8.5,Poor,2,Master,Poor,6,No,45.6
S2175,18,Female,3.8,4.0,1.7,No,67.9,3.6,Good,10,Master,Poor,7,Yes,30.4
S2176,24,Other,6.6,6.1,4.9,Yes,88.5,4.6,Fair,9,High School,Average,5,No,36.6
S2177,18,Male,4.9,0.7,3.2,No,76.3,6.9,Fair,1,Master,Poor,8,No,90.8
S2178,23,Male,3.2,2.4,2.1,Yes,70.4,3.8,Poor,5,None,Average,10,Yes,85.6
S2179,18,Other,0.6,0.9,1.1,Yes,78.2,5.2,Fair,0,Bachelor,Average,6,Yes,19.8
S2180,19,Other,2.8,5.4,0.2,Yes,61.9,4.8,Poor,8,Master,Poor,9,Yes,79.3
S2181,23,Female,2.8,4.3,5.3,No,81.9,5.7,Good,0,None,Poor,7,Yes,82.8
S2182,21,Female,8.4,6.1,3.3,No,70.7,5.3,Good,4,Master,Poor,8,Yes,89.4
S2183,17,Female,0.0,1.9,2.7,No,92.3,9.9,Fair,1,High School,Poor,5,Yes,36.5
S2184,24,Male,7.3,0.5,0.4,No,61.1,9.9,Good,6,High School,Poor,3,Yes,53.8
S2185,17,Other,1.0,5.7,5.1,No,62.1,6.5,Good,2,None,Good,8,Yes,47.8
S2186,23,Male,8.0,3.8,0.0,Yes,86.3,6.6,Good,6,High School,Poor,9,No,61.0
S2187,19,Female,3.6,0.1,3.7,Yes,68.5,8.7,Good,2,Master,Poor,5,No,66.6
S2188,23,Male,0.9,5.0,2.7,No,80.1,6.0,Poor,9,Bachelor,Good,9,Yes,71.8
S2189,23,Female,5.5,0.6,1.6,Yes,98.1,3.6,Poor,6,High School,Good,2,Yes,56.0
S2190,17,Female,2.4,3.8,1.3,Yes,95.7,3.6,Poor,6,High School,Average,1,Yes,46.2
S2191,19,Other,5.6,3.5,1.2,No,74.9,7.9,Good,4,Master,Average,9,No,57.4
S2192,17,Male,7.8,2.5,1.1,No,74.0,4.8,Fair,6,None,Good,9,No,63.9
S2193,21,Female,2.9,4.6,2.9,No,70.7,7.4,Good,9,Bachelor,Average,3,Yes,24.9
S2194,18,Other,8.2,2.6,1.8,Yes,58.3,7.9,Good,5,High School,Poor,2,No,46.8
S2195,21,Male,6.4,0.8,4.1,Yes,65.4,8.0,Good,2,High School,Poor,10,No,32.4
S2196,23,Male,7.1,4.7,4.0,No,61.6,7.7,Poor,6,High School,Poor,9,Yes,31.1
S2197,21,Female,4.3,1.7,4.9,Yes,80.1,7.2,Fair,5,High School,Poor,9,No,77.2
S2198,23,Female,2.3,1.2,1.1,Yes,63.9,4.6,Fair,8,None,Average,2,Yes,20.2
S2199,20,Other,6.6,2.3,0.1,No,79.6,4.5,Fair,2,High School,Good,9,Yes,68.5
S2200,20,Male,6.9,1.5,0.4,Yes,95.0,7.5,Poor,6,Master,Average,2,Yes,69.2
S2201,18,Male,6.3,5.9,0.6,Yes,81.6,9.2,Poor,6,High School,Good,9,No,22.1
S2202,21,Female,6.3,2.5,0.0,Yes,95.3,9.7,Poor,0,Master,Average,5,No,32.1
S2203,21,Male,4.7,4.3,0.1,No,66.0,8.6,Good,10,High School,Poor,5,No,47.4
S2204,19,Female,2.9,0.9,1.9,Yes,82.9,6.3,Fair,5,Bachelor,Good,1,No,77.5
S2205,17,Male,2.8,3.8,3.0,Yes,74.4,6.9,Fair,0,Master,Average,3,Yes,52.4
S2206,21,Male,6.6,0.8,5.4,Yes,72.1,3.8,Poor,0,High School,Good,5,No,78.2
S2207,20,Male,4.4,5.5,4.7,Yes,88.6,6.4,Poor,6,None,Good,8,No,19.2
S2208,24,Male,1.6,2.9,3.3,No,63.4,7.1,Fair,7,Master,Poor,9,No,97.5
S2209,21,Other,8.3,3.3,1.7,Yes,57.6,9.5,Poor,2,High School,Average,3,No,74.9
S2210,17,Male,6.5,0.6,3.8,Yes,85.5,5.5,Fair,7,Bachelor,Poor,1,Yes,66.9
S2211,23,Other,4.0,2.0,4.6,No,92.5,3.8,Fair,9,None,Average,10,Yes,80.3
S2212,19,Female,1.2,5.7,1.7,Yes,71.0,8.0,Fair,10,Bachelor,Average,8,Yes,92.9
S2213,23,Female,1.0,2.8,4.1,No,62.8,5.8,Poor,0,Master,Average,2,Yes,44.8
S2214,24,Female,7.7,1.2,2.6,Yes,60.1,9.9,Fair,7,Master,Poor,4,No,59.0
S2215,23,Other,4.2,3.9,0.0,Yes,62.0,4.3,Fair,0,None,Good,8,Yes,38.3
S2216,21,Female,5.2,0.0,0.6,No,74.0,9.9,Fair,3,High School,Average,10,Yes,51.6
S2217,24,Male,5.3,2.5,3.8,No,75.8,9.9,Poor,1,None,Poor,4,No,40.9
S2218,22,Male,5.7,4.0,3.9,Yes,70.9,8.0,Poor,0,High School,Good,10,Yes,77.1
S2219,24,Female,8.3,5.1,1.1,No,80.2,4.9,Good,10,High School,Average,8,Yes,76.0
S2220,22,Other,6.6,0.6,5.1,Yes,99.6,9.8,Poor,1,Bachelor,Poor,8,Yes,33.9
S2221,24,Male,2.4,6.0,4.7,No,68.4,6.6,Fair,0,High School,Poor,10,Yes,45.8
S2222,20,Female,5.7,0.5,3.8,No,68.0,4.0,Fair,4,High School,Average,9,No,75.9
S2223,19,Female,3.3,4.7,2.2,No,99.4,9.2,Poor,0,Bachelor,Good,8,Yes,53.3
S2224,20,Other,2.6,5.5,4.5,Yes,78.5,5.8,Poor,7,High School,Average,4,Yes,67.6
S2225,17,Male,0.2,2.1,4.6,No,72.5,7.1,Fair,4,Master,Poor,3,No,40.3
S2226,17,Other,1.8,1.3,2.2,No,66.4,6.2,Fair,5,None,Average,5,No,69.8
S2227,18,Female,4.2,1.7,0.2,No,67.0,6.0,Fair,1,None,Poor,1,Yes,45.6
S2228,22,Male,5.5,3.0,0.7,Yes,77.7,4.8,Poor,9,Bachelor,Average,3,No,51.4
S2229,23,Other,5.8,2.6,3.6,Yes,68.7,9.7,Fair,2,Master,Poor,5,Yes,31.0
S2230,17,Male,5.3,0.6,5.4,Yes,68.9,5.4,Poor,7,None,Poor,3,Yes,58.9
S2231,17,Male,1.9,0.8,4.2,Yes,86.7,4.6,Poor,0,Bachelor,Good,7,No,85.0
S2232,18,Other,8.2,2.6,2.9,Yes,94.0,8.7,Fair,6,Bachelor,Average,3,No,31.9
S2233,18,Male,0.3,5.3,1.0,Yes,60.3,8.3,Fair,7,None,Poor,6,Yes,30.3
S2234,22,Male,0.1,2.0,0.3,Yes,82.3,3.6,Fair,7,Bachelor,Average,8,No,55.5
S2235,23,Male,5.0,5.2,1.1,No,60.9,8.5,Good,5,Bachelor,Poor,7,No,48.7
S2236,17,Female,5.3,4.7,2.2,No,71.8,9.4,Poor,3,None,Average,5,No,91.8
S2237,21,Female,7.8,2.3,2.5,Yes,87.7,5.5,Good,6,High School,Poor,4,Yes,84.7
S2238,24,Other,4.2,5.2,2.4,No,78.2,9.7,Poor,4,Master,Poor,6,No,72.6
S2239,20,Male,2.1,5.9,1.7,No,62.6,5.8,Good,2,None,Good,9,No,45.4
S2240,22,Other,2.4,4.9,3.9,Yes,93.2,5.5,Fair,4,Master,Poor,1,Yes,56.8
S2241,23,Other,6.0,4.5,3.8,No,97.0,9.5,Good,6,Master,Average,1,No,42.0
S2242,17,Female,6.6,5.6,1.9,No,56.8,9.3,Good,8,High School,Poor,2,No,33.4
S2243,17,Male,8.5,4.1,4.8,No,87.1,4.4,Poor,0,High School,Poor,1,No,61.7
S2244,18,Male,7.5,4.9,1.1,Yes,78.1,8.8,Good,5,Master,Average,1,Yes,88.1
S2245,24,Female,1.8,4.1,4.8,Yes,56.7,8.0,Good,3,Bachelor,Poor,4,Yes,55.8
S2246,19,Male,1.1,0.2,3.7,No,65.4,9.3,Poor,6,High School,Good,4,No,33.7
S2247,19,Female,4.1,4.3,0.3,No,75.7,9.9,Good,0,Bachelor,Good,10,No,91.2
S2248,21,Male,0.1,4.3,3.6,Yes,82.4,6.5,Poor,3,High School,Average,2,Yes,37.7
S2249,18,Female,6.3,1.0,1.8,Yes,72.5,9.5,Poor,2,High School,Average,10,No,50.5
S2250,21,Other,4.1,5.2,5.3,Yes,81.6,3.7,Poor,1,High School,Average,2,Yes,26.5
S2251,17,Other,4.9,0.7,0.1,No,98.1,9.8,Good,5,None,Average,5,No,41.2
S2252,24,Female,5.4,0.7,1.3,No,56.8,9.0,Poor,7,Bachelor,Poor,9,Yes,65.8
S2253,18,Female,0.4,2.6,3.3,No,73.7,8.3,Good,7,High School,Good,1,No,30.7
S2254,18,Other,4.1,0.9,3.9,No,66.1,8.3,Fair,7,Bachelor,Good,9,Yes,89.5
S2255,17,Male,5.6,0.5,2.5,No,67.9,6.6,Fair,3,None,Good,4,Yes,44.6
S2256,20,Male,4.9,2.7,0.2,Yes,98.9,5.2,Fair,0,None,Poor,2,No,62.7
S2257,17,Other,1.0,2.5,0.1,Yes,88.1,8.3,Good,3,Bachelor,Good,9,No,50.2
S2258,24,Female,5.2,0.0,3.8,Yes,92.8,8.2,Fair,5,High School,Average,10,No,58.0
S2259,21,Male,0.4,5.5,5.1,No,73.4,6.0,Fair,3,Master,Poor,2,Yes,45.5
S2260,17,Other,7.0,0.2,2.3,No,79.7,9.0,Fair,6,None,Average,6,No,62.0
S2261,17,Female,4.8,5.3,2.8,Yes,61.4,4.1,Fair,7,Bachelor,Poor,7,No,41.1
S2262,17,Other,4.9,0.9,2.6,No,92.8,5.5,Poor,5,Master,Average,4,No,87.1
S2263,22,Other,8.3,1.7,4.6,Yes,89.6,9.7,Fair,10,Master,Good,2,No,73.9
S2264,22,Male,4.8,0.8,4.3,Yes,65.0,6.1,Fair,0,None,Good,10,Yes,56.4
S2265,24,Other,1.7,1.0,4.6,Yes,83.9,7.2,Poor,1,High School,Poor,3,No,23.2
S2266,23,Female,5.6,1.9,0.0,Yes,63.7,9.5,Good,10,None,Average,10,Yes,88.3
S2267,17,Female,4.2,5.4,4.6,Yes,59.3,8.6,Good,1,None,Good,6,Yes,36.4
S2268,24,Other,0.5,1.3,4.3,No,70.4,3.7,Fair,9,Bachelor,Average,2,Yes,41.7
S2269,20,Female,4.0,3.6,3.3,Yes,66.1,8.3,Poor,0,High School,Good,9,Yes,47.3
S2270,20,Female,1.4,2.0,1.0,No,58.4,7.9,Fair,8,Master,Average,8,Yes,25.0
S2271,22,Male,0.8,0.3,1.9,Yes,94.1,8.2,Good,8,None,Poor,5,No,22.1
S2272,23,Other,7.7,3.5,0.4,No,60.2,5.2,Poor,1,Bachelor,Poor,6,Yes,35.2
S2273,24,Other,0.9,3.8,4.2,No,87.2,9.2,Poor,8,High School,Average,9,Yes,78.8
S2274,17,Other,0.5,2.0,3.8,No,59.1,4.2,Poor,3,Master,Good,10,No,83.3
S2275,21,Female,4.1,4.0,1.3,No,92.3,7.5,Poor,8,None,Average,1,No,45.5
S2276,24,Female,2.4,3.1,4.7,Yes,82.7,6.0,Good,10,Bachelor,Average,10,Yes,59.1
S2277,18,Other,7.3,2.9,3.4,No,57.6,4.0,Poor,9,Bachelor,Good,4,Yes,30.9
S2278,21,Male,5.1,5.6,5.2,Yes,97.8,4.6,Good,9,None,Good,5,No,66.1
S2279,19,Other,0.9,3.4,2.8,No,86.8,9.4,Good,7,Bachelor,Average,8,Yes,66.4
S2280,24,Male,6.5,5.4,2.4,No,95.7,9.8,Good,7,None,Average,9,No,73.5
S2281,24,Other,6.7,6.4,5.0,No,97.3,9.7,Fair,2,Master,Average,3,Yes,23.4
S2282,18,Other,6.2,0.6,4.5,No,95.0,5.7,Fair,7,High School,Average,3,No,80.2
S2283,23,Other,1.3,3.1,4.4,Yes,66.4,6.4,Good,5,None,Poor,2,No,53.5
S2284,20,Female,6.8,5.2,2.7,Yes,74.4,5.0,Fair,9,None,Good,9,No,56.3
S2285,23,Other,4.7,4.5,4.7,No,75.1,9.2,Fair,6,Master,Good,2,Yes,42.0
S2286,18,Male,2.6,2.2,3.7,Yes,82.5,9.2,Fair,9,High School,Good,5,No,84.5
S2287,19,Male,6.8,0.2,0.7,Yes,67.6,5.0,Good,6,Bachelor,Average,1,No,51.6
S2288,23,Female,7.5,4.0,2.9,No,62.8,8.5,Poor,7,Bachelor,Good,8,No,75.5
S2289,20,Female,4.8,6.3,4.7,No,95.3,6.9,Fair,4,None,Average,3,No,45.3
S2290,24,Male,7.3,1.6,4.9,Yes,93.7,7.3,Poor,2,None,Good,3,No,24.1
S2291,18,Female,1.0,5.7,2.1,Yes,94.4,7.0,Poor,4,None,Average,6,Yes,68.3
S2292,18,Male,2.7,3.9,1.8,Yes,62.8,6.6,Fair,6,Bachelor,Average,6,No,71.6
S2293,24,Female,4.7,2.8,3.5,Yes,60.1,5.9,Good,5,High School,Average,3,No,45.0
S2294,18,Female,8.2,4.1,1.5,Yes,86.7,7.7,Good,10,Master,Poor,2,No,59.3
S2295,21,Female,5.1,3.3,4.8,Yes,65.8,6.8,Good,2,High School,Good,5,Yes,20.9
S2296,17,Other,5.2,2.2,0.3,No,78.8,8.5,Good,10,Bachelor,Poor,7,No,91.4
S2297,21,Female,5.0,2.6,0.3,No,70.8,8.0,Good,2,High School,Good,5,No,49.6
S2298,21,Male,8.1,4.7,1.8,No,99.5,8.6,Fair,0,None,Good,10,Yes,51.4
S2299,22,Female,8.1,2.8,2.5,No,89.9,7.8,Poor,3,Bachelor,Good,3,No,85.2
S2300,24,Other,3.0,0.5,2.4,Yes,86.3,6.6,Good,1,Bachelor,Poor,3,No,96.9
S2301,19,Other,3.9,5.9,1.1,No,69.5,6.2,Good,6,None,Poor,10,Yes,66.3
S2302,24,Male,4.6,0.4,3.8,Yes,63.9,8.9,Fair,1,None,Poor,2,No,98.4
S2303,17,Male,6.0,2.6,0.3,Yes,56.1,8.6,Good,3,Bachelor,Average,2,No,81.6
S2304,20,Female,3.6,5.0,1.4,Yes,73.8,6.0,Poor,8,High School,Poor,8,Yes,57.1
S2305,20,Other,0.9,6.0,3.2,No,90.2,8.6,Poor,2,Bachelor,Poor,8,Yes,37.7
S2306,20,Male,7.6,2.3,3.9,Yes,77.2,7.0,Fair,9,Master,Good,2,No,20.5
S2307,19,Male,1.0,4.4,1.4,Yes,89.8,9.2,Fair,7,Master,Average,8,No,91.3
S2308,21,Male,0.1,5.7,3.3,Yes,62.2,3.6,Poor,6,Master,Average,8,Yes,74.1
S2309,21,Female,3.7,1.7,5.1,No,91.0,4.3,Poor,4,High School,Poor,7,Yes,72.2
S2310,22,Female,7.2,5.8,4.4,No,73.9,4.9,Fair,0,None,Average,5,Yes,81.3
S2311,23,Male,5.1,2.6,3.1,Yes,65.8,5.3,Good,2,None,Good,5,No,25.9
S2312,21,Female,7.5,5.6,1.3,No,58.5,6.5,Fair,3,Master,Poor,2,Yes,53.2
S2313,21,Female,1.7,3.8,0.2,Yes,69.2,5.3,Fair,10,High School,Poor,2,No,78.9
S2314,24,Male,6.5,6.1,2.1,No,65.3,4.7,Poor,0,Bachelor,Good,9,No,48.2
S2315,18,Other,1.3,6.2,2.4,Yes,66.5,7.6,Poor,0,Master,Good,1,Yes,73.7
S2316,24,Male,5.2,4.5,4.8,No,68.4,7.0,Poor,10,High School,Average,6,No,43.2
S2317,19,Other,6.9,4.0,1.8,No,94.8,6.0,Fair,8,High School,Poor,5,Yes,46.0
S2318,23,Female,1.8,3.6,1.4,Yes,86.3,7.8,Good,7,High School,Poor,4,Yes,40.0
S2319,22,Other,5.7,4.5,1.9,Yes,75.3,7.1,Fair,7,Bachelor,Average,3,Yes,60.8
S2320,19,Male,5.0,5.4,0.6,No,80.4,8.3,Good,4,Master,Good,9,No,37.3
S2321,21,Other,0.0,3.5,4.0,Yes,99.0,5.5,Good,5,None,Average,6,Yes,66.0
S2322,20,Female,2.1,2.7,1.6,No,57.4,7.8,Fair,2,None,Poor,4,No,43.5
S2323,22,Female,4.2,3.2,3.2,No,79.2,9.5,Good,6,Master,Poor,6,Yes,80.9
S2324,19,Other,2.3,2.5,0.3,Yes,60.5,6.9,Fair,8,High School,Average,10,Yes,26.9
S2325,22,Other,5.3,4.2,3.8,Yes,85.7,6.9,Poor,7,Master,Average,5,No,54.3
S2326,18,Female,3.4,2.5,4.9,No,91.8,5.6,Good,2,Master,Average,5,No,77.5
S2327,22,Male,0.7,3.4,0.3,No,81.1,5.1,Fair,6,None,Good,2,Yes,31.2
S2328,19,Other,7.2,1.5,1.2,No,66.5,5.1,Poor,3,High School,Good,3,Yes,71.1
S2329,22,Male,0.4,1.0,2.4,Yes,90.6,4.6,Fair,7,None,Poor,8,No,38.5
S2330,21,Female,3.1,3.3,2.2,Yes,82.6,5.6,Poor,4,None,Good,10,No,36.8
S2331,19,Male,6.9,3.5,4.3,No,74.8,6.4,Poor,7,High School,Good,5,No,73.8
S2332,24,Female,6.1,4.2,4.3,No,56.8,6.9,Good,5,High School,Average,10,Yes,22.0
S2333,20,Other,8.1,5.9,4.3,No,85.1,9.1,Poor,8,Bachelor,Average,5,No,44.6
S2334,24,Female,2.4,0.7,0.6,Yes,76.9,3.7,Good,3,None,Good,9,Yes,86.1
S2335,19,Other,4.9,3.9,1.7,No,84.8,8.8,Fair,1,None,Good,9,No,51.9
S2336,17,Male,1.3,1.6,1.0,No,66.3,7.2,Poor,7,Master,Poor,7,No,45.3
S2337,21,Male,0.2,0.5,3.0,No,69.2,4.9,Fair,4,None,Poor,3,Yes,77.8
S2338,24,Other,0.5,4.3,1.5,Yes,80.4,6.6,Good,2,None,Good,6,No,37.7
S2339,21,Other,3.5,0.7,1.5,No,79.1,9.5,Fair,4,Bachelor,Good,9,No,64.5
S2340,24,Other,0.2,4.0,3.4,No,76.0,5.8,Fair,3,Bachelor,Poor,4,No,64.9
S2341,24,Other,7.2,0.4,2.7,Yes,78.2,4.8,Poor,4,Master,Good,8,Yes,94.6
S2342,18,Other,7.2,5.3,4.5,Yes,85.9,5.4,Good,10,Bachelor,Good,4,Yes,36.6
S2343,17,Male,6.7,6.1,1.3,Yes,63.4,5.4,Good,3,Bachelor,Poor,4,Yes,73.2
S2344,24,Male,4.9,3.3,3.4,Yes,88.9,4.1,Good,0,None,Poor,5,No,62.0
S2345,17,Male,7.1,3.1,0.6,No,99.7,5.8,Poor,10,None,Average,2,No,71.5
S2346,24,Female,5.9,6.3,1.7,No,80.1,4.4,Fair,5,Master,Average,2,No,27.1
S2347,21,Female,2.2,0.9,0.5,No,58.3,3.8,Poor,10,High School,Poor,7,Yes,72.6
S2348,18,Female,6.1,2.2,3.8,No,88.6,4.8,Fair,7,Master,Average,8,Yes,93.9
S2349,19,Other,1.7,0.8,5.1,No,82.9,6.1,Poor,9,None,Good,5,No,83.9
S2350,22,Male,8.5,6.0,4.8,No,76.1,7.1,Good,4,High School,Good,1,No,81.6
S2351,22,Other,7.2,0.1,2.4,No,87.5,9.1,Good,0,None,Poor,7,No,41.4
S2352,22,Male,2.3,3.9,2.9,Yes,59.7,5.4,Poor,10,None,Good,3,No,56.4
S2353,20,Other,4.3,1.9,2.1,Yes,73.6,4.2,Good,10,Bachelor,Poor,10,No,57.8
S2354,22,Female,3.0,1.1,2.8,No,99.3,5.0,Poor,9,Bachelor,Good,1,No,69.8
S2355,22,Male,4.2,4.9,0.7,Yes,69.7,9.1,Poor,1,High School,Good,5,No,79.4
S2356,21,Other,3.5,4.3,2.2,Yes,82.2,8.6,Fair,2,Bachelor,Good,6,No,98.9
S2357,19,Female,1.1,3.5,1.3,No,77.2,5.4,Poor,10,Master,Average,5,No,62.0
S2358,18,Male,1.3,5.5,3.1,No,72.1,7.4,Good,7,Bachelor,Average,7,No,71.3
S2359,18,Male,4.8,4.6,2.6,No,90.2,8.4,Poor,1,None,Poor,1,Yes,94.8
S2360,19,Female,0.9,4.6,2.4,No,90.0,9.7,Good,8,Master,Average,5,No,44.8
S2361,19,Female,7.1,6.1,3.8,Yes,84.5,7.4,Fair,8,Master,Average,1,Yes,98.7
S2362,18,Other,6.5,1.4,1.4,Yes,95.7,5.5,Fair,2,Master,Good,8,No,68.2
S2363,19,Female,4.6,1.6,3.0,Yes,88.6,7.8,Fair,7,Master,Good,6,No,80.8
S2364,24,Male,3.1,5.4,1.5,No,66.5,5.0,Poor,4,Bachelor,Good,9,Yes,91.6
S2365,23,Other,1.8,5.4,0.6,Yes,68.5,4.1,Good,4,High School,Average,9,No,46.5
S2366,21,Male,1.4,0.6,2.7,Yes,98.4,7.1,Poor,2,Master,Poor,7,Yes,77.8
S2367,21,Other,1.2,6.4,5.1,No,65.9,3.7,Poor,6,Master,Average,5,Yes,87.8
S2368,20,Female,2.0,5.8,3.3,Yes,98.3,9.1,Good,5,High School,Good,8,Yes,95.4
S2369,17,Female,8.0,5.3,3.6,No,85.1,7.1,Poor,7,High School,Average,4,No,28.1
S2370,23,Male,7.5,1.6,0.3,Yes,77.6,7.7,Poor,2,None,Poor,2,Yes,87.1
S2371,18,Female,2.0,5.1,1.5,No,99.5,4.4,Good,10,High School,Poor,1,No,82.7
S2372,23,Male,2.9,2.9,3.8,No,75.0,8.3,Poor,1,Bachelor,Average,6,Yes,78.5
S2373,23,Male,3.8,6.0,3.1,No,69.2,3.8,Good,7,None,Poor,8,No,95.0
S2374,18,Female,4.2,3.3,1.3,No,87.2,7.5,Fair,2,Bachelor,Good,7,Yes,26.8
S2375,18,Male,0.1,2.2,3.5,Yes,64.0,6.2,Good,5,High School,Good,7,Yes,96.4
S2376,24,Female,3.4,4.6,0.2,Yes,59.1,5.8,Fair,6,None,Average,3,No,87.8
S2377,24,Other,6.8,2.0,5.3,No,97.1,3.8,Good,7,Bachelor,Average,4,No,86.2
S2378,23,Male,5.8,4.0,3.6,Yes,59.8,5.8,Good,6,High School,Poor,9,No,97.8
S2379,24,Other,8.2,1.4,0.9,No,86.4,7.3,Good,9,Master,Good,2,No,47.0
S2380,18,Male,7.2,4.8,0.7,No,99.2,6.4,Poor,10,None,Good,8,No,73.9
S2381,18,Male,0.4,5.7,3.1,No,82.7,5.7,Good,0,Master,Good,10,Yes,84.6
S2382,19,Male,5.5,5.8,4.4,Yes,76.5,9.3,Fair,0,Bachelor,Poor,5,No,71.6
S2383,20,Other,1.4,0.9,2.2,Yes,87.4,9.4,Fair,2,Master,Average,3,No,50.4
S2384,24,Other,4.4,5.4,4.3,No,81.3,5.3,Fair,4,Bachelor,Poor,10,No,55.3
S2385,23,Other,4.6,3.3,4.4,Yes,57.3,7.6,Good,8,High School,Good,8,Yes,42.9
S2386,20,Male,8.1,4.6,0.9,No,61.3,9.6,Good,10,None,Average,10,Yes,85.4
S2387,24,Male,0.2,3.1,4.0,Yes,60.4,4.7,Good,8,High School,Poor,9,Yes,77.1
S2388,18,Other,6.8,4.1,0.7,Yes,71.5,4.1,Poor,0,Master,Average,6,No,23.0
S2389,21,Male,1.0,2.6,4.6,No,56.6,9.8,Poor,0,High School,Average,2,No,79.3
S2390,18,Other,6.6,5.4,4.3,No,83.5,5.9,Fair,7,Master,Average,2,Yes,72.5
S2391,23,Female,5.8,2.7,2.0,Yes,96.0,9.5,Fair,10,High School,Poor,10,No,66.5
S2392,22,Other,7.8,4.0,2.8,No,99.2,9.1,Fair,10,Master,Good,8,Yes,88.3
S2393,17,Male,1.5,3.7,1.8,No,96.0,7.6,Good,9,Master,Good,9,No,75.5
S2394,18,Female,2.9,3.1,4.3,No,61.7,6.8,Fair,6,None,Average,10,Yes,22.6
S2395,20,Male,0.9,6.4,2.9,Yes,75.6,4.0,Poor,5,High School,Poor,10,No,22.1
S2396,22,Female,3.8,5.1,2.7,No,97.6,7.3,Fair,4,High School,Poor,3,No,44.5
S2397,24,Other,0.0,2.7,3.3,Yes,70.9,4.9,Poor,0,High School,Good,6,Yes,44.0
S2398,18,Female,7.4,5.3,1.5,No,63.6,5.8,Poor,9,Master,Good,1,Yes,56.5
